1	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447400000000000	0.523200000000000	0	0.490200000000000	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0	0	0	0	0	0.523200000000000	0	0.447400000000000	0	0	0	0	0	0	0	0	0	0.490200000000000
0	1	0.511800000000000	0.591200000000000	0.453000000000000	0	0	0	0.511800000000000	0	0	0	0	0.484800000000000	0.484800000000000	0.402900000000000	0.511800000000000	0.402900000000000	0.511800000000000	0.484800000000000	0.511800000000000	0.511800000000000	0	0	0	0.453000000000000	0.484800000000000	0.511800000000000	0.484800000000000	0.484800000000000	0	0.453000000000000	0	0.505900000000000	0.505900000000000	0.505900000000000	0.484800000000000	0.331700000000000	0	0	0	0.484800000000000	0	0.331700000000000	0.484800000000000	0.511800000000000	0.511800000000000	0.356700000000000	0.484800000000000	0.331700000000000	0	0	0	0.484800000000000	0	0	0	0	0.402900000000000	0	0	0	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0.484800000000000	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0.356700000000000	0.511800000000000	0.402900000000000	0.402900000000000	0.331700000000000	0.331700000000000	0	0	0	0	0	0	0.331700000000000	0.484800000000000	0.356700000000000	0.402900000000000	0.331700000000000	0.511800000000000	0.331700000000000	0	0	0	0.591200000000000	0.591200000000000	0	0.453000000000000	0.705200000000000	0	0	0.402900000000000	0.402900000000000	0	0.484800000000000	0	0.484800000000000	0	0	0	0	0.402900000000000	0	0.484800000000000	0.402900000000000	0	0.484800000000000	0.484800000000000	0.591200000000000	0.591200000000000	0.484800000000000	0.453000000000000	0.484800000000000	0.484800000000000	0.402900000000000
0	0.511800000000000	1	0.626700000000000	0	0	0	0	0.511800000000000	0	0	0	0	0.356700000000000	0.356700000000000	0.402900000000000	0.626700000000000	0.402900000000000	0.626700000000000	0.356700000000000	0.626700000000000	0.597600000000000	0	0	0	0	0.356700000000000	0.626700000000000	0.356700000000000	0.356700000000000	0	0	0	0	0	0	0.356700000000000	0	0	0	0	0.356700000000000	0	0	0.356700000000000	0.511800000000000	0.511800000000000	0.356700000000000	0.356700000000000	0	0	0	0	0.356700000000000	0	0	0	0	0.402900000000000	0	0	0	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0.356700000000000	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0.356700000000000	0.511800000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0	0	0	0	0.356700000000000	0.356700000000000	0.402900000000000	0	0.511800000000000	0	0	0	0	0.356700000000000	0.356700000000000	0	0	0.356700000000000	0	0	0.402900000000000	0.402900000000000	0	0.356700000000000	0	0.356700000000000	0	0	0	0	0.402900000000000	0	0.356700000000000	0.402900000000000	0	0.356700000000000	0.356700000000000	0.356700000000000	0.356700000000000	0.356700000000000	0	0.356700000000000	0.356700000000000	0.402900000000000
0	0.591200000000000	0.626700000000000	1	0	0	0	0	0.511800000000000	0	0	0	0	0.484800000000000	0.484800000000000	0.402900000000000	0.626700000000000	0.402900000000000	0.626700000000000	0.484800000000000	0.626700000000000	0.597600000000000	0	0	0	0	0.484800000000000	0.626700000000000	0.484800000000000	0.484800000000000	0	0	0	0.505900000000000	0.505900000000000	0.505900000000000	0.484800000000000	0	0	0	0	0.484800000000000	0	0	0.484800000000000	0.511800000000000	0.511800000000000	0.356700000000000	0.484800000000000	0	0	0	0	0.484800000000000	0	0	0	0	0.402900000000000	0	0	0	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0.484800000000000	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0.356700000000000	0.511800000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0	0	0	0	0.484800000000000	0.356700000000000	0.402900000000000	0	0.511800000000000	0	0	0	0	0.591200000000000	0.591200000000000	0	0	0.591200000000000	0	0	0.402900000000000	0.402900000000000	0	0.484800000000000	0	0.484800000000000	0	0	0	0	0.402900000000000	0	0.484800000000000	0.402900000000000	0	0.484800000000000	0.484800000000000	0.591200000000000	0.591200000000000	0.484800000000000	0	0.484800000000000	0.484800000000000	0.402900000000000
0	0.453000000000000	0	0	1	0	0	0	0	0.506900000000000	0	0	0	0.453000000000000	0	0	0	0	0	0	0	0	0	0	0	0.453000000000000	0.453000000000000	0	0	0	0	0.664300000000000	0	0	0	0	0	0.331700000000000	0	0	0	0	0	0.331700000000000	0	0	0	0	0	0.331700000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331700000000000	0.331700000000000	0	0	0	0	0	0	0.579800000000000	0	0	0	0.331700000000000	0	0.579800000000000	0	0	0	0	0	0	0.579800000000000	0.453000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506900000000000	0	0	0	0	0	0.579800000000000	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513900000000000	0.513900000000000	0.513900000000000	0.408400000000000	0	0	0	0	0.513900000000000	0	0	0	0	0	0	0	0	0	0.513900000000000	0	0	0	0	0	0	0	0	0.383500000000000	0.513900000000000	0.513900000000000	0.513900000000000	0	0	0	0	0	0	0	0.408400000000000	0.383500000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588800000000000	0	0	0	0	0	0	0	0	0	0	0	0.408400000000000	0	0	0	0	0	0.513900000000000	0.513900000000000	0.513900000000000	0	0	0	0	0	0	0	0	0.383500000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467000000000000	0	0.467000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408400000000000
0.490200000000000	0	0	0	0	0	1	0.490200000000000	0	0	0.604400000000000	0	0	0	0.415500000000000	0.490200000000000	0.415500000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0.415500000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0.415500000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0	0	0.490200000000000	0.430200000000000	0.430200000000000	0.430200000000000	0	0	0	0	0	0.430200000000000	0	0	0	0	0	0	0	0	0.672900000000000	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0.415500000000000	0	0	0	0	0	0	0	0	0	0	0.415500000000000	0	0	0	0	0	0	0	0.490200000000000
0.490200000000000	0	0	0	0	0	0.490200000000000	1	0	0	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0.553700000000000	0	0	0	0	0	0	0	0	0	0	0	0	0.685900000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0	0	0.553700000000000	0	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000
0	0.511800000000000	0.511800000000000	0.511800000000000	0	0	0	0	1	0	0	0	0	0.356700000000000	0.356700000000000	0.402900000000000	0.511800000000000	0.592500000000000	0.511800000000000	0.356700000000000	0.511800000000000	0.511800000000000	0	0	0	0	0.356700000000000	0.511800000000000	0.356700000000000	0.356700000000000	0	0	0	0	0	0	0.356700000000000	0	0	0	0	0.356700000000000	0	0	0.356700000000000	0.781900000000000	0.664300000000000	0.356700000000000	0.356700000000000	0	0	0	0	0.356700000000000	0	0	0	0	0.402900000000000	0	0	0	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0	0	0	0	0.356700000000000	0	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0.402900000000000	0	0.356700000000000	0.664300000000000	0.564900000000000	0.402900000000000	0	0	0	0	0	0	0	0	0	0.356700000000000	0.356700000000000	0.592500000000000	0	0.601600000000000	0	0	0	0	0.356700000000000	0.356700000000000	0	0	0.356700000000000	0	0	0.402900000000000	0.402900000000000	0	0.356700000000000	0	0.356700000000000	0	0	0	0	0.402900000000000	0	0.356700000000000	0.402900000000000	0	0.356700000000000	0.356700000000000	0.356700000000000	0.356700000000000	0.356700000000000	0	0.356700000000000	0.356700000000000	0.402900000000000
0	0	0	0	0.506900000000000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506900000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506900000000000	0	0	0	0	0	0.664300000000000	0	0	0
0.490200000000000	0	0	0	0	0	0.604400000000000	0.490200000000000	0	0	1	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0.490200000000000	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0.490200000000000	0	0	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000	0.490200000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490200000000000
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.484000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484000000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484000000000000	0	0	0	0	0.621400000000000	0	0	0.484000000000000	0	0	0	0	0	0	0	0	0	0	0.621400000000000	0	0	0	0.484000000000000	0	0
